,protein,iptg,operator,fx_saturation,fx_std_dev,genotype,observable
0,1000.0,0.0,10.0,0.9138584615645673,0.05064387325597196,mhL,operator
1,500.0,0.0,10.0,0.8537212638951575,0.005970645999243074,mhL,operator
2,250.0,0.0,10.0,0.772423258125898,0.018034496398024458,mhL,operator
3,90.0,0.0,10.0,0.5788944593950326,0.024190735038718835,mhL,operator
4,20.0,0.0,10.0,0.2234391625628418,0.001083384890259595,mhL,operator
5,10.0,0.0,10.0,0.12502584984794712,0.004657750075203762,mhL,operator
6,0.0,0.0,10.0,0.0,0.0,mhL,operator
7,8000.0,0.0,10.0,1.0875115391699584,0.0,mhL,operator
8,5000.0,0.0,10.0,1.0099335775454428,0.001811492537153403,mhL,operator
9,50.0,0.0,10.0,0.44450733320937597,0.0,mhL,operator
10,5000.0,100000.0,10.0,1.0247077818109076,0.03192903278284092,mhL,operator
11,1000.0,100000.0,10.0,0.8385008912174242,0.059573833806318276,mhL,operator
12,500.0,100000.0,10.0,0.8075123447514404,0.0630235020229428,mhL,operator
13,250.0,100000.0,10.0,0.6980794193658786,0.07684492650734003,mhL,operator
14,100.0,100000.0,10.0,0.42993164665289135,0.08493959069091668,mhL,operator
15,50.0,100000.0,10.0,0.2613735003662439,0.08079677792752785,mhL,operator
16,0.0,100000.0,10.0,0.0,0.0,mhL,operator
17,8000.0,100000.0,10.0,1.0553863294282066,0.0,mhL,operator
18,5000.0,300000.0,10.0,0.9993986739191266,0.016785121435338127,mhL,operator
19,1000.0,300000.0,10.0,0.8199707272782296,0.07113593032626418,mhL,operator
20,500.0,300000.0,10.0,0.7330045952863177,0.07396218348996009,mhL,operator
21,250.0,300000.0,10.0,0.6543973686631195,0.061667772237597285,mhL,operator
22,100.0,300000.0,10.0,0.37940022039491045,0.059396664258487594,mhL,operator
23,50.0,300000.0,10.0,0.2524832093879695,0.06343373463794146,mhL,operator
24,0.0,300000.0,10.0,0.0,0.0,mhL,operator
25,10000.0,1000000.0,10.0,0.975347878769858,0.02926451964307525,mhL,operator
26,8000.0,1000000.0,10.0,0.9817352803385851,0.04228528679500364,mhL,operator
27,5000.0,1000000.0,10.0,0.9779383452050574,0.051646498503899504,mhL,operator
28,1000.0,1000000.0,10.0,0.8018598723710757,0.04794660088998976,mhL,operator
29,500.0,1000000.0,10.0,0.7328256676680053,0.04798317796830423,mhL,operator
30,90.0,1000000.0,10.0,0.42111219334296024,0.011286575313461427,mhL,operator
31,0.0,1000000.0,10.0,0.0,0.0,mhL,operator
32,20.0,1000000.0,10.0,0.26722046449866566,0.0,mhL,operator
